,House,Day Eaten,Type,Kg,Price,Servings,Kcal,Exp,Meat & Fish,Dairy & Eggs,Fruits & Vegetables,Dry Foods & Baked Goods,"Snacks, Condiments, Liquids, Oils, Grease, & Other",Store-Prepared Items
26,1,4,"Cooked, Prepped, Leftovers",1.3033423624427272,12.725370269217049,12.351334976472803,1679.1916422939623,6,4.977403647235309,0.0,7.373931329237493,0.0,0.0,0.0
27,1,4,Store-Prepared Items,1.050785214416343,12.205921050660244,11.06089699385624,2931.690748221597,6,0.0,0.0,0.0,0.0,0.0,11.06089699385624
28,2,4,"Cooked, Prepped, Leftovers",0.9234008785762866,5.078044187638564,11.260986324101056,1983.5852043693205,5,0.0,0.0,3.7536621080336845,7.507324216067369,0.0,0.0
29,3,4,"Cooked, Prepped, Leftovers",1.3701927709682544,9.947599517229527,14.423081799665836,3822.837831001431,5,0.0,0.0,0.0,0.0,14.423081799665837,0.0
30,0,5,"Cooked, Prepped, Leftovers",4.163147556191475,36.5663061595755,41.81508859204355,7592.127553711676,6,10.93359510253964,5.54401716058317,13.017438194291477,3.520010895608362,8.800027239020904,0.0
31,0,5,"Cooked, Prepped, Leftovers",0.8369777658904467,9.788193505482056,8.700495051654038,1525.9238059471277,5,6.626140773131609,0.0,2.0743542785224305,0.0,0.0,0.0
32,1,5,"Cooked, Prepped, Leftovers",1.1345530743164818,8.480876404657316,11.35585424702575,2740.0540712648426,4,0.0,3.9819229177882556,0.0,0.0,7.373931329237493,0.0
33,1,5,"Cooked, Prepped, Leftovers",0.1607517029773775,1.2574355432897086,1.4747862658475,290.96058238905334,1,0.0,2.754786265847494,0.0,0.0,0.0,0.0
34,2,5,"Cooked, Prepped, Leftovers",2.906198942412224,22.8005350131384,29.070943926802475,5201.193406616863,1,7.370526515918677,9.827368687891568,25.933334037491633,9.803776129726245,17.74386013091533,0.0
35,2,5,Store-Prepared Items,1.1475560623380487,13.330011220118774,12.079537498295249,3201.681413923156,3,0.0,0.0,0.0,0.0,0.0,12.079537498295249
36,3,5,"Cooked, Prepped, Leftovers",2.231430210758678,14.598127774323721,25.215571037099217,6132.309054387625,5,0.0,7.183069904352692,0.0,15.233458057536453,32.37109837226496,0.0
37,0,6,Store-Prepared Items,1.7485649262430634,20.311330183239427,18.405946592032247,4878.496144218147,5,0.0,0.0,0.0,0.0,0.0,18.405946592032247
38,1,6,"Cooked, Prepped, Leftovers",4.665452218825344,33.86323401069908,47.27042154023595,10092.932718690334,7,0.0,13.273076392627488,7.373931329237493,5.53044849692812,21.09296532144285,0.0
39,1,6,"Cooked, Prepped, Leftovers",0.9475501758070182,10.427107596108282,10.32350386093249,2315.1563497840502,4,6.636538196313744,0.0,0.0,0.0,3.6869656646187465,0.0
40,2,6,"Cooked, Prepped, Leftovers",1.1047027583943134,8.641230465662186,10.134887691690949,1999.5119926937073,6,0.0,10.134887691690949,0.0,0.0,0.0,0.0
41,3,6,"Cooked, Prepped, Leftovers",3.421688149510083,32.195437961832305,34.381597760634406,6132.309054387625,5,59.38696487869363,36.59818502509623,41.038687602665235,11.72533931504721,11.72533931504721,0.0
42,0,7,"Cooked, Prepped, Leftovers",4.472093024997769,35.68547717200671,45.64444607320161,8179.712940799714,6,13.807011135583839,13.807011135583839,30.682246967964083,16.486912119505316,17.258763919479797,0.0
43,1,7,Store-Prepared Items,1.7513086906939046,20.3432017511004,18.434828323093733,4886.151247035994,3,0.0,0.0,0.0,0.0,0.0,18.434828323093733
44,2,7,"Cooked, Prepped, Leftovers",2.4918674498278075,20.4821556632494,25.310218152990196,5201.193406616863,4,16.58079037674014,30.097223358099452,13.769971471025894,9.476268215663634,29.507081723626914,0.0
45,3,7,"Cooked, Prepped, Leftovers",3.494366731851681,29.65233993683873,34.988514721810304,6132.309054387626,7,23.26249856725172,22.597102153847633,34.76477254438097,13.519633767259265,13.519633767259265,0.0
46,0,8,"Cooked, Prepped, Leftovers",4.571077456464146,36.78871854856628,45.64444607320161,8970.96902370075,4,11.382775072110059,22.42911614558221,21.087203213795238,7.668073895925541,28.75527710972078,0.0
47,0,8,Store-Prepared Items,0.11184256324096227,1.2991632146070178,1.17729013937855,312.0407514422847,2,0.0,0.0,0.0,0.0,0.0,1.17729013937855
48,1,8,"Cooked, Prepped, Leftovers",4.703756467092875,34.76777757296758,48.74520780608345,8955.026100936651,7,6.911727842547787,13.823455685095574,32.41565938575116,23.039092808492622,23.039092808492622,0.0
49,1,8,"Cooked, Prepped, Leftovers",0.16796232314304485,1.241492141978486,1.7405999656824078,319.7671899560578,6,3.5061211900301887,7.0122423800603775,16.4435337805906,11.687070633433963,11.687070633433963,0.0
50,2,8,"Cooked, Prepped, Leftovers",2.2144502139703546,17.722026325259872,25.90109487920663,5201.193406616862,7,13.92439175100424,1.0292866557768023,7.735773195002356,19.33943298750589,7.735773195002356,0.0
51,3,8,"Cooked, Prepped, Leftovers",3.112733861100704,26.45303695292979,31.812914158554904,6132.309054387625,7,11.81995128764891,6.75425787865652,13.49237986627008,5.628548232213767,15.009461952570044,0.0
52,3,8,"Cooked, Prepped, Leftovers",1.1147239345916735,11.860965548773198,11.358176917236849,2268.8282911521096,7,6.4903868098496265,4.86779010738722,0.0,0.0,0.0,0.0
53,0,9,"Cooked, Prepped, Leftovers",4.032114712703089,28.075395864592007,44.46715593382306,7638.5516881359135,6,3.969470481275389,6.626140773131609,14.724757273625796,19.14678740579026,0.0,0.0
54,1,9,"Cooked, Prepped, Leftovers",4.814061370345241,39.01891163285251,47.00460784040104,8372.594308444806,6,5.710592396671079,9.954807294470617,16.59134549078436,3.6869656646187465,11.06089699385624,0.0
55,1,9,Store-Prepared Items,1.7513086906939046,20.3432017511004,18.434828323093733,4886.151247035994,7,0.0,0.0,0.0,0.0,0.0,18.434828323093733
56,1,9,Store-Prepared Items,1.65356996739829,19.20786874129854,17.405999656824104,4613.460209041229,3,0.0,0.0,0.0,0.0,0.0,17.405999656824104
57,2,9,"Cooked, Prepped, Leftovers",2.33855898467665,16.377884160253394,26.48540819288982,5201.193406616863,7,10.94204562710177,14.158240436851296,19.66422282896013,41.294867940816275,15.731378263168105,0.0
58,3,9,"Cooked, Prepped, Leftovers",1.8426807149489144,15.659707260600175,18.83265515849955,3630.21322633439,6,4.223560560104524,2.4134631772025847,4.821160601962314,2.011219314335487,5.363251504894633,0.0
59,0,10,"Cooked, Prepped, Leftovers",4.469999647558114,38.60600824393994,45.64444607320161,8420.663943574535,6,34.9892223296507,34.9892223296507,31.871777494080032,19.438456849805945,15.550765479844758,0.0
60,0,10,"Cooked, Prepped, Leftovers",1.0749072809746834,9.451085456076722,13.988519409944507,2943.7734741432696,6,6.626140773131609,0.0,0.0,7.362378636812898,0.0,0.0
61,1,10,"Cooked, Prepped, Leftovers",0.5899145063389994,3.3337543539482706,7.373931329237493,1782.463550559933,7,0.0,0.0,0.0,3.6869656646187465,3.6869656646187465,0.0
62,1,10,"Cooked, Prepped, Leftovers",1.3979130317401978,11.056059694904262,12.351334976472803,1657.7390325743777,5,0.0,4.977403647235309,7.373931329237493,0.0,0.0,0.0
63,2,10,"Cooked, Prepped, Leftovers",2.33855898467665,16.377884160253394,26.48540819288982,5201.193406616863,6,7.9081427693107775,10.23258269546308,14.211920410365387,29.845032861767315,11.36953632829231,0.0
64,2,10,Store-Prepared Items,1.1318996587713146,13.148146436287591,11.914733250224364,3158.000047971968,2,0.0,0.0,0.0,0.0,0.0,11.914733250224364
65,3,10,"Cooked, Prepped, Leftovers",4.0661630371399795,39.512543972089425,38.99866215284456,6132.309054387625,4,19.91648225834483,10.593575640346081,19.932342386551028,0.0,0.0,0.0
66,3,10,"Cooked, Prepped, Leftovers",2.839131800188521,24.09217684489226,28.427755988684318,4982.428857909266,3,15.031101026731964,14.601154059350655,22.463313937462544,8.7357331979021,8.7357331979021,0.0
67,0,11,Store-Prepared Items,1.0491389557458382,12.186798109943659,11.043567955219348,2927.0976865308885,7,0.0,0.0,0.0,0.0,0.0,11.043567955219348
68,0,11,"Cooked, Prepped, Leftovers",1.1380396777853539,12.109051391538912,11.595746352980317,2316.283464711684,7,6.626140773131609,4.969605579848706,0.0,0.0,0.0,0.0
69,1,11,Store-Prepared Items,0.5253926072081715,6.102960525330122,5.53044849692812,1465.8453741107985,4,0.0,0.0,0.0,0.0,0.0,5.53044849692812
70,1,11,"Cooked, Prepped, Leftovers",1.3206711010664351,13.542667322024414,13.273076392627488,2647.2487211275893,6,6.636538196313744,6.636538196313744,0.0,0.0,0.0,0.0
71,2,11,"Cooked, Prepped, Leftovers",0.9121398922521855,12.040246577728848,10.134887691690949,2043.1933586448956,6,10.134887691690949,0.0,0.0,0.0,0.0,0.0
72,3,11,"Cooked, Prepped, Leftovers",0.9194714647286971,8.851935685236112,8.653849079799501,1149.8801964783588,5,3.2451934049248132,0.0,5.408655674874689,0.0,0.0,0.0
73,0,12,Store-Prepared Items,1.7485649262430634,20.311330183239427,18.405946592032247,4878.496144218147,6,0.0,0.0,0.0,0.0,0.0,18.405946592032247
74,1,12,Store-Prepared Items,0.5253926072081715,6.102960525330122,5.53044849692812,1465.8453741107985,2,0.0,0.0,0.0,0.0,0.0,5.53044849692812
75,1,12,"Cooked, Prepped, Leftovers",3.8629571870148878,21.457022959577202,48.74520780608345,11725.929931656892,4,0.0,0.0,0.0,25.594585152101345,23.150622653982108,0.0
76,2,12,"Cooked, Prepped, Leftovers",2.5602098946400127,23.22964814789165,27.19924505801616,5201.193406616863,5,53.368968978688805,7.115862530491839,35.579312652459194,23.71954176830613,31.179480854099562,0.0
77,2,12,Store-Prepared Items,1.5426657327870952,17.919605152054903,16.23858666091679,4304.037394475996,1,0.0,0.0,0.0,0.0,0.0,16.23858666091679
78,3,12,"Cooked, Prepped, Leftovers",3.2205153657731125,25.05523392901786,32.425477572761245,6132.309054387626,7,5.059719971981731,12.846967616998464,14.193824144874,7.495881439972934,13.117792519952635,0.0
79,3,12,"Cooked, Prepped, Leftovers",1.101227763454351,6.629377632282582,12.82852698076804,2673.4717746483648,6,0.0,6.535619618740212,0.0,7.261799576378013,0.0,0.0
80,0,13,"Cooked, Prepped, Leftovers",4.243969651545879,31.68300109191005,45.64444607320161,8453.826778241531,5,17.508572905758072,17.508572905758072,40.0824755431346,42.79873376963084,22.941089358750553,0.0
81,1,13,Store-Prepared Items,0.0977387232956147,1.1353330098018606,1.0288286662696282,272.691037994765,1,0.0,0.0,0.0,0.0,0.0,1.0288286662696282
82,1,13,"Cooked, Prepped, Leftovers",1.045254765919415,13.797362910136275,11.613941843549053,2341.370675659489,6,11.613941843549053,0.0,0.0,0.0,0.0,0.0
83,2,13,"Cooked, Prepped, Leftovers",0.4005160768486013,5.286812214401538,4.450178631651125,897.1560121408669,4,4.450178631651125,0.0,0.0,0.0,0.0,0.0
84,3,13,"Cooked, Prepped, Leftovers",1.8164835640726735,14.132030267500769,18.28910605243716,3458.8372797392603,6,1.7554621008615456,4.457235753662337,4.924525564773648,2.6006845938689565,4.551198039270675,0.0
85,0,14,"Cooked, Prepped, Leftovers",4.266011309826907,34.10669815859856,45.64444607320161,9217.631093820468,4,17.246199930403986,24.144679902565585,11.497466620269325,21.078688803827095,16.47491002105089,0.0
86,0,14,"Cooked, Prepped, Leftovers",0.19961382980075293,1.5959096558448616,2.135780247187249,431.30843091990386,3,8.507077063108024,11.909907888351233,5.671384708738683,10.397538632687583,8.12662092069157,0.0
87,1,14,Store-Prepared Items,0.5253926072081715,6.102960525330122,5.53044849692812,1465.8453741107985,2,0.0,0.0,0.0,0.0,0.0,5.53044849692812
88,1,14,Store-Prepared Items,0.2977224774179637,3.4583442976870673,3.133920814925933,830.6457119961187,7,0.0,0.0,0.0,0.0,0.0,3.133920814925933
89,2,14,"Cooked, Prepped, Leftovers",2.595326137482929,18.65060626557322,26.363652153878448,5201.193406616863,7,0.0,5.858176082878222,15.472815479028355,7.736407739514178,21.712088202181473,0.0
90,3,14,"Cooked, Prepped, Leftovers",3.0119653223746354,25.72312246682371,33.433649360413085,6132.309054387625,4,34.83302714457335,0.0,29.768303513627195,32.897858969874825,11.611009048191114,0.0
91,0,15,"Cooked, Prepped, Leftovers",4.268934745504323,33.88180450566528,43.50866582601436,8253.63556207008,4,5.969740678422023,13.252281546263218,9.561886327703322,7.362378636812898,7.362378636812898,0.0
92,0,15,Store-Prepared Items,0.13988519409944522,1.6249064146591556,1.472475727362581,390.27969153745215,3,0.0,0.0,0.0,0.0,0.0,1.472475727362581
93,1,15,"Cooked, Prepped, Leftovers",4.553184114337704,41.36807474282452,45.61128699115752,9595.931590582555,7,13.273076392627488,14.932210941705927,3.6869656646187465,0.0,13.71903399220536,0.0
94,1,15,Store-Prepared Items,0.3054616919953413,3.548243014217885,3.2153862315299078,852.2381206670022,3,0.0,0.0,0.0,0.0,0.0,3.2153862315299078
95,2,15,"Cooked, Prepped, Leftovers",2.9269278158445378,25.775356712648037,29.095500211906504,5201.193406616863,7,38.78437931001421,10.016521420593818,55.305925192519574,8.537293886830916,39.50423228037112,0.0
96,3,15,"Cooked, Prepped, Leftovers",2.641686855549558,20.00926082545298,28.8041888801125,6132.309054387626,7,15.073421904947802,29.736822816954017,7.7743327626023575,28.698168978712634,27.210164669108252,0.0
97,3,15,Store-Prepared Items,0.5138222891130955,5.9685597103377175,5.408655674874689,1433.5641866255364,3,0.0,0.0,0.0,0.0,0.0,5.408655674874689
98,0,16,"Cooked, Prepped, Leftovers",4.071738188863951,31.238535363306756,44.17197034583903,9108.711393626205,6,6.626140773131609,6.626140773131609,7.003465605125699,11.043567955219348,12.872655239230765,0.0
99,0,16,"Cooked, Prepped, Leftovers",1.1190815527955607,6.680386778927646,12.884162614422571,2113.9597779880874,5,0.0,0.0,5.521783977609674,7.362378636812898,0.0,0.0
100,1,16,"Cooked, Prepped, Leftovers",4.547413869507035,36.021087369097636,45.529821574553544,9230.908540335568,5,4.977403647235309,23.961072436533875,3.6869656646187465,5.53044849692812,7.373931329237493,0.0
101,1,16,Store-Prepared Items,0.21993091521283017,2.5547175111122358,2.315062265398212,613.6072534437961,2,0.0,0.0,0.0,0.0,0.0,2.315062265398212
102,2,16,"Cooked, Prepped, Leftovers",2.194735178445755,18.50325790139859,25.983677980556216,5201.193406616862,6,17.400311313590333,0.0,6.943415358626654,19.333679237322592,5.800103771196778,0.0
103,3,16,"Cooked, Prepped, Leftovers",0.8762022193296997,11.565869295152037,9.73558021477444,1962.6929712985273,7,9.73558021477444,0.0,0.0,0.0,0.0,0.0
104,0,17,Store-Prepared Items,1.7485649262430634,20.311330183239427,18.405946592032247,4878.496144218147,5,0.0,0.0,0.0,0.0,0.0,18.405946592032247
105,1,17,"Cooked, Prepped, Leftovers",1.2978119139457989,12.970007814995828,14.010469525551237,3292.3865991912485,7,6.636538196313744,0.0,0.0,0.0,7.373931329237493,0.0
106,1,17,Store-Prepared Items,0.7530627369983793,8.747576752973176,7.926976178930307,2101.0450362254783,4,0.0,0.0,0.0,0.0,0.0,7.926976178930307
107,2,17,"Cooked, Prepped, Leftovers",3.0180273743304458,27.275869446474026,31.031034894725618,5201.193406616863,7,33.51696107286133,5.292151748346526,37.59919945787212,15.680449624730445,7.840224812365222,0.0
108,2,17,Store-Prepared Items,0.5348968503948002,6.213361814185999,5.630493162050527,1492.3622126014925,0,0.0,0.0,0.0,0.0,0.0,5.630493162050527
109,3,17,"Cooked, Prepped, Leftovers",2.641686855549558,20.00926082545298,28.8041888801125,6132.309054387626,5,10.633983253826221,20.978705290116505,5.484628834017387,20.245956774747494,19.196200919060857,0.0
110,0,18,"Cooked, Prepped, Leftovers",4.395671616203732,35.120719523086,45.64444607320161,9192.497672528,5,21.691702961308238,38.496925365433725,21.38718075857429,23.33146991844468,33.05291571779663,0.0
111,0,18,"Cooked, Prepped, Leftovers",0.046152468961392176,0.36875091208266014,0.47924505390434946,96.51686944608984,4,14.508427479640321,25.748547767308903,14.304748759616055,15.605180465035698,22.107338992133908,0.0
112,1,18,"Cooked, Prepped, Leftovers",1.4526644718597863,14.696422113522228,14.010469525551237,2013.6731673881745,5,6.636538196313744,0.0,7.373931329237493,0.0,0.0,0.0
113,1,18,Store-Prepared Items,0.5253926072081715,6.102960525330122,5.53044849692812,1465.8453741107985,5,0.0,0.0,0.0,0.0,0.0,5.53044849692812
114,2,18,"Cooked, Prepped, Leftovers",0.8971252438200508,6.006745237111392,9.384155270084214,1335.7781977648672,6,0.0,0.0,5.630493162050527,3.7536621080336845,0.0,0.0
115,3,18,"Cooked, Prepped, Leftovers",2.641686855549558,20.00926082545298,28.8041888801125,6132.309054387626,4,6.194544602704638,12.22058776327899,3.194924905432417,11.793744570782357,11.182237169013458,0.0
116,0,19,"Cooked, Prepped, Leftovers",3.7834872563824966,25.244502911045267,45.16520101929726,10183.627900981288,5,4.313205485139122,0.0,3.681189318406449,18.764859623719445,18.405946592032247,0.0
117,1,19,"Cooked, Prepped, Leftovers",1.0828618156985257,6.844741147394765,12.166986693241864,2517.17257247984,5,0.0,6.636538196313745,0.0,5.53044849692812,0.0,0.0
118,2,19,"Cooked, Prepped, Leftovers",2.5799994021051567,27.438481491530254,27.042959848877363,5201.193406616863,6,85.8565458799933,21.340095055720234,19.398314430679193,7.267058479105524,11.855608364289017,0.0
119,2,19,"Cooked, Prepped, Leftovers",0.9227501955930235,6.631093615146608,9.373413549146976,1849.2482173849426,1,0.0,2.7457674804831527,7.252215189980928,3.626107594990464,10.176605290710429,0.0
120,3,19,"Cooked, Prepped, Leftovers",2.082236191367304,11.736212145353377,25.945389501241145,6132.309054387624,7,0.0,7.284412649711598,0.0,58.98927006348935,46.82555002581669,0.0
121,0,20,"Cooked, Prepped, Leftovers",4.395671616203732,35.120719523086,45.64444607320161,9192.497672528,3,13.811530118249834,24.51174281212989,13.617634895627715,14.855601704321145,21.04543574778829,0.0
122,0,20,"Cooked, Prepped, Leftovers",1.30130042405668,12.705433510635306,12.331984216661604,1676.5608631750333,6,4.969605579848706,0.0,7.362378636812898,0.0,0.0,0.0
123,1,20,"Cooked, Prepped, Leftovers",4.9375845481538265,42.762451441493084,48.74520780608345,9643.61289401304,7,20.521167134353675,13.814524880806,24.94289214589972,0.0,38.37368022446111,0.0
124,2,20,"Cooked, Prepped, Leftovers",1.3212890620278572,13.2046325636409,14.263916010528002,3351.9451892319203,5,6.756591794460633,0.0,0.0,0.0,7.507324216067369,0.0
125,3,20,"Cooked, Prepped, Leftovers",2.082236191367304,11.736212145353377,25.945389501241145,6132.309054387624,6,0.0,5.430637772968662,0.0,43.97737657260781,34.90914270491001,0.0
126,0,21,Store-Prepared Items,1.7485649262430634,20.311330183239427,18.405946592032247,4878.496144218147,7,0.0,0.0,0.0,0.0,0.0,18.405946592032247
127,0,21,"Cooked, Prepped, Leftovers",1.2411129787007344,9.315028698868415,12.331984216661604,2931.8519425356103,4,0.0,4.969605579848706,0.0,0.0,7.362378636812898,0.0
128,1,21,"Cooked, Prepped, Leftovers",4.724595005811025,38.47422941869108,48.74520780608345,9619.297806684835,5,17.07036724864569,13.816816573116082,23.028027621860137,13.433016112751746,30.70403682914685,0.0
129,1,21,"Cooked, Prepped, Leftovers",0.08294524740475452,0.7183557222882705,0.8188585495277277,162.00064010421323,5,10.262979405434892,6.908875280794075,12.474358145878192,0.0,19.191320224427987,0.0
130,2,21,"Cooked, Prepped, Leftovers",1.8926656357644984,12.113392226097945,24.0383997716471,5201.193406616863,4,14.183166644636819,0.0,7.879537024798232,59.09652768598674,22.02865414970508,0.0
131,3,21,"Cooked, Prepped, Leftovers",2.082236191367304,11.736212145353377,25.945389501241145,6132.309054387624,5,0.0,3.5768628962257267,0.0,28.965483081726266,22.992735384003332,0.0
132,0,22,Store-Prepared Items,1.7485649262430634,20.311330183239427,18.405946592032247,4878.496144218147,5,0.0,0.0,0.0,0.0,0.0,18.405946592032247
133,0,22,"Cooked, Prepped, Leftovers",1.0749072809746834,9.451085456076717,13.988519409944507,2943.7734741432696,5,6.626140773131609,0.0,0.0,7.362378636812898,0.0,0.0
134,1,22,"Cooked, Prepped, Leftovers",3.6053941421969453,17.611057577064123,47.926349256555724,10569.535164188697,4,0.0,7.369726945749515,0.0,35.026173813878096,5.53044849692812,0.0
135,2,22,"Cooked, Prepped, Leftovers",2.428628699899957,20.47189379949195,25.794064713907737,5201.193406616862,6,24.780824299786378,15.930529907005532,16.53754705037976,17.7005887855617,25.12317816567678,0.0
136,3,22,"Cooked, Prepped, Leftovers",2.1637114909947077,15.04469662064076,23.590348910213972,6132.309054387624,7,0.0,0.0,0.0,6.100823500464937,49.702773099953276,0.0
137,3,22,Store-Prepared Items,1.027644578226191,11.937119420675435,10.817311349749378,2867.128373251073,1,0.0,0.0,0.0,0.0,0.0,10.817311349749378
138,0,23,Store-Prepared Items,1.7485649262430634,20.311330183239427,18.405946592032247,4878.496144218147,3,0.0,0.0,0.0,0.0,0.0,18.405946592032247
139,0,23,"Cooked, Prepped, Leftovers",1.3786053997432155,10.609916491132434,12.884162614422571,2138.237221542978,4,0.0,0.0,7.362378636812898,0.0,5.521783977609674,0.0
140,1,23,"Cooked, Prepped, Leftovers",4.772788019238368,36.350903490557364,48.74520780608345,10392.630821435692,5,10.503445643406936,58.90938395901729,11.670495159341039,19.67680354468767,45.82242851364537,0.0
141,1,23,Store-Prepared Items,1.7513086906939046,20.3432017511004,18.434828323093733,4886.151247035994,4,0.0,0.0,0.0,0.0,0.0,18.434828323093733
142,1,23,"Cooked, Prepped, Leftovers",0.07895978245997297,0.6430004649030124,0.814654166039745,160.76249102819074,2,8.572049513362355,6.938247669580346,11.563746115967243,6.745518567647558,15.41832815462299,0.0
143,2,23,"Cooked, Prepped, Leftovers",2.428628699899957,20.47189379949195,25.794064713907737,5201.193406616862,5,17.974308308800445,11.554912484228861,11.995201037658045,12.838791649143177,18.22262829451928,0.0
144,3,23,"Cooked, Prepped, Leftovers",1.543990906654228,12.196042585143037,13.701927709682545,1941.3540217759216,4,0.0,6.4903868098496265,7.211540899832919,0.0,0.0,0.0
145,0,24,Store-Prepared Items,1.7485649262430634,20.311330183239427,18.405946592032247,4878.496144218147,1,0.0,0.0,0.0,0.0,0.0,18.405946592032247
146,1,24,"Cooked, Prepped, Leftovers",0.7189583046006556,2.3725624051821637,11.06089699385624,2415.6999034582027,6,0.0,0.0,0.0,11.06089699385624,0.0,0.0
147,1,24,Store-Prepared Items,0.5253926072081715,6.102960525330122,5.53044849692812,1465.8453741107985,3,0.0,0.0,0.0,0.0,0.0,5.53044849692812
148,2,24,"Cooked, Prepped, Leftovers",2.428628699899957,20.47189379949195,25.794064713907737,5201.193406616862,4,11.167792317814513,7.17929506145219,7.452855024936329,7.976994512724654,11.322078423361777,0.0
149,2,24,"Cooked, Prepped, Leftovers",0.5549157903913253,4.028688638241022,5.841218846224477,1548.2150551917975,6,0.0,0.0,0.0,0.0,15.616664074794253,0.0
