,House,Day Bought,Type,Kg,Price,Servings,Kcal,Exp,Meat & Fish,Dairy & Eggs,Fruits & Vegetables,Dry Foods & Baked Goods,"Snacks, Condiments, Liquids, Oils, Grease, & Other",Store-Prepared Items
24,2,0,"Snacks, Condiments, Liquids, Oils, Grease, & Other",1.1400000000000001,8.2764,12,3180.6000000000004,11,0.0,0.0,0.0,0.0,12.0,0.0
25,2,0,Dairy & Eggs,2.18,17.052444444444447,20,3945.8,9,0.0,20.0,0.0,0.0,0.0,0.0
26,2,0,Meat & Fish,0.54,7.128000000000001,6,1209.6000000000001,10,6.0,0.0,0.0,0.0,0.0,0.0
27,2,0,Store-Prepared Items,1.1400000000000001,13.242240000000002,12,3180.6000000000004,3,0.0,0.0,0.0,0.0,0.0,12.0
28,2,0,Store-Prepared Items,0.5700000000000001,6.621120000000001,6,1590.3000000000002,6,0.0,0.0,0.0,0.0,0.0,6.0
29,2,0,"Snacks, Condiments, Liquids, Oils, Grease, & Other",1.1400000000000001,8.2764,12,3180.6000000000004,17,0.0,0.0,0.0,0.0,12.0,0.0
30,2,0,Fruits & Vegetables,1.3920000000000001,11.085888000000002,12,1099.68,14,0.0,0.0,12.0,0.0,0.0,0.0
31,2,0,"Snacks, Condiments, Liquids, Oils, Grease, & Other",0.5700000000000001,4.1382,6,1590.3000000000002,12,0.0,0.0,0.0,0.0,6.0,0.0
32,2,0,Fruits & Vegetables,2.3200000000000003,18.476480000000006,20,1832.8000000000002,15,0.0,0.0,20.0,0.0,0.0,0.0
33,2,0,Dry Foods & Baked Goods,0.78,2.5740000000000003,12,2620.8,34,0.0,0.0,0.0,12.0,0.0,0.0
34,3,0,Store-Prepared Items,0.5700000000000001,6.621120000000001,6,1590.3000000000002,6,0.0,0.0,0.0,0.0,0.0,6.0
35,3,0,Fruits & Vegetables,0.6960000000000001,5.542944000000001,6,549.84,6,0.0,0.0,6.0,0.0,0.0,0.0
36,3,0,Meat & Fish,1.08,14.256000000000002,12,2419.2000000000003,10,12.0,0.0,0.0,0.0,0.0,0.0
37,3,0,Meat & Fish,1.7999999999999998,23.759999999999998,20,4031.9999999999995,5,20.0,0.0,0.0,0.0,0.0,0.0
38,3,0,Meat & Fish,0.54,7.128000000000001,6,1209.6000000000001,11,6.0,0.0,0.0,0.0,0.0,0.0
39,3,0,Dry Foods & Baked Goods,0.78,2.5740000000000003,12,2620.8,24,0.0,0.0,0.0,12.0,0.0,0.0
40,3,0,Dry Foods & Baked Goods,0.78,2.5740000000000003,12,2620.8,25,0.0,0.0,0.0,12.0,0.0,0.0
41,3,0,Fruits & Vegetables,2.3200000000000003,18.476480000000006,20,1832.8000000000002,9,0.0,0.0,20.0,0.0,0.0,0.0
42,3,0,Store-Prepared Items,1.1400000000000001,13.242240000000002,12,3180.6000000000004,3,0.0,0.0,0.0,0.0,0.0,12.0
43,3,0,"Snacks, Condiments, Liquids, Oils, Grease, & Other",1.1400000000000001,8.2764,12,3180.6000000000004,27,0.0,0.0,0.0,0.0,12.0,0.0
44,3,0,Dairy & Eggs,0.654,5.115733333333334,6,1183.74,12,0.0,6.0,0.0,0.0,0.0,0.0
45,3,0,"Snacks, Condiments, Liquids, Oils, Grease, & Other",1.1400000000000001,8.2764,12,3180.6000000000004,20,0.0,0.0,0.0,0.0,12.0,0.0
46,3,0,"Snacks, Condiments, Liquids, Oils, Grease, & Other",1.1400000000000001,8.2764,12,3180.6000000000004,44,0.0,0.0,0.0,0.0,12.0,0.0
47,3,0,Meat & Fish,1.7999999999999998,23.759999999999998,20,4031.9999999999995,7,20.0,0.0,0.0,0.0,0.0,0.0
48,3,0,"Snacks, Condiments, Liquids, Oils, Grease, & Other",0.5700000000000001,4.1382,6,1590.3000000000002,27,0.0,0.0,0.0,0.0,6.0,0.0
49,3,0,Meat & Fish,1.08,14.256000000000002,12,2419.2000000000003,5,12.0,0.0,0.0,0.0,0.0,0.0
50,3,0,"Snacks, Condiments, Liquids, Oils, Grease, & Other",1.9,13.793999999999999,20,5301.0,33,0.0,0.0,0.0,0.0,20.0,0.0
51,3,0,Meat & Fish,1.7999999999999998,23.759999999999998,20,4031.9999999999995,4,20.0,0.0,0.0,0.0,0.0,0.0
52,0,1,Dairy & Eggs,2.18,17.052444444444447,20,3945.8,19,0.0,20.0,0.0,0.0,0.0,0.0
53,0,1,Meat & Fish,1.7999999999999998,23.759999999999998,20,4031.9999999999995,4,20.0,0.0,0.0,0.0,0.0,0.0
54,0,1,Dairy & Eggs,1.308,10.231466666666668,12,2367.48,7,0.0,12.0,0.0,0.0,0.0,0.0
55,0,1,Fruits & Vegetables,0.6960000000000001,5.542944000000001,6,549.84,7,0.0,0.0,6.0,0.0,0.0,0.0
56,0,1,Store-Prepared Items,1.9,22.070400000000003,20,5301.0,7,0.0,0.0,0.0,0.0,0.0,20.0
57,0,1,"Snacks, Condiments, Liquids, Oils, Grease, & Other",1.9,13.793999999999999,20,5301.0,42,0.0,0.0,0.0,0.0,20.0,0.0
58,1,1,"Snacks, Condiments, Liquids, Oils, Grease, & Other",1.9,13.793999999999999,20,5301.0,35,0.0,0.0,0.0,0.0,20.0,0.0
59,1,1,Fruits & Vegetables,0.6960000000000001,5.542944000000001,6,549.84,5,0.0,0.0,6.0,0.0,0.0,0.0
60,1,1,Dry Foods & Baked Goods,0.39,1.2870000000000001,6,1310.4,33,0.0,0.0,0.0,6.0,0.0,0.0
61,1,1,"Snacks, Condiments, Liquids, Oils, Grease, & Other",1.9,13.793999999999999,20,5301.0,35,0.0,0.0,0.0,0.0,20.0,0.0
62,1,1,Fruits & Vegetables,1.3920000000000001,11.085888000000002,12,1099.68,13,0.0,0.0,12.0,0.0,0.0,0.0
63,1,1,Store-Prepared Items,1.1400000000000001,13.242240000000002,12,3180.6000000000004,5,0.0,0.0,0.0,0.0,0.0,12.0
64,2,1,Dry Foods & Baked Goods,0.78,2.5740000000000003,12,2620.8,8,0.0,0.0,0.0,12.0,0.0,0.0
65,2,1,Dry Foods & Baked Goods,0.78,2.5740000000000003,12,2620.8,42,0.0,0.0,0.0,12.0,0.0,0.0
66,2,1,Dairy & Eggs,1.308,10.231466666666668,12,2367.48,19,0.0,12.0,0.0,0.0,0.0,0.0
67,2,1,Store-Prepared Items,0.5700000000000001,6.621120000000001,6,1590.3000000000002,5,0.0,0.0,0.0,0.0,0.0,6.0
68,2,1,Meat & Fish,1.08,14.256000000000002,12,2419.2000000000003,4,12.0,0.0,0.0,0.0,0.0,0.0
69,2,1,"Snacks, Condiments, Liquids, Oils, Grease, & Other",1.1400000000000001,8.2764,12,3180.6000000000004,17,0.0,0.0,0.0,0.0,12.0,0.0
70,3,1,Dry Foods & Baked Goods,0.78,2.5740000000000003,12,2620.8,38,0.0,0.0,0.0,12.0,0.0,0.0
71,3,1,Meat & Fish,1.08,14.256000000000002,12,2419.2000000000003,9,12.0,0.0,0.0,0.0,0.0,0.0
72,3,1,Dairy & Eggs,2.18,17.052444444444447,20,3945.8,25,0.0,20.0,0.0,0.0,0.0,0.0
73,3,1,Meat & Fish,0.54,7.128000000000001,6,1209.6000000000001,10,6.0,0.0,0.0,0.0,0.0,0.0
74,3,1,Fruits & Vegetables,1.3920000000000001,11.085888000000002,12,1099.68,11,0.0,0.0,12.0,0.0,0.0,0.0
75,3,1,Store-Prepared Items,1.9,22.070400000000003,20,5301.0,4,0.0,0.0,0.0,0.0,0.0,20.0
76,3,1,Dairy & Eggs,0.654,5.115733333333334,6,1183.74,14,0.0,6.0,0.0,0.0,0.0,0.0
77,3,1,Meat & Fish,1.7999999999999998,23.759999999999998,20,4031.9999999999995,9,20.0,0.0,0.0,0.0,0.0,0.0
78,3,1,Meat & Fish,0.54,7.128000000000001,6,1209.6000000000001,4,6.0,0.0,0.0,0.0,0.0,0.0
79,0,2,"Snacks, Condiments, Liquids, Oils, Grease, & Other",1.1400000000000001,8.2764,12,3180.6000000000004,44,0.0,0.0,0.0,0.0,12.0,0.0
80,0,2,Meat & Fish,1.7999999999999998,23.759999999999998,20,4031.9999999999995,6,20.0,0.0,0.0,0.0,0.0,0.0
81,0,2,Dry Foods & Baked Goods,0.78,2.5740000000000003,12,2620.8,14,0.0,0.0,0.0,12.0,0.0,0.0
82,1,2,Meat & Fish,1.08,14.256000000000002,12,2419.2000000000003,8,12.0,0.0,0.0,0.0,0.0,0.0
83,1,2,Fruits & Vegetables,1.3920000000000001,11.085888000000002,12,1099.68,13,0.0,0.0,12.0,0.0,0.0,0.0
84,1,2,"Snacks, Condiments, Liquids, Oils, Grease, & Other",1.9,13.793999999999999,20,5301.0,19,0.0,0.0,0.0,0.0,20.0,0.0
85,1,2,Dry Foods & Baked Goods,0.39,1.2870000000000001,6,1310.4,23,0.0,0.0,0.0,6.0,0.0,0.0
86,1,2,Fruits & Vegetables,1.3920000000000001,11.085888000000002,12,1099.68,13,0.0,0.0,12.0,0.0,0.0,0.0
87,1,2,Dry Foods & Baked Goods,0.78,2.5740000000000003,12,2620.8,47,0.0,0.0,0.0,12.0,0.0,0.0
88,2,2,Dairy & Eggs,2.18,17.052444444444447,20,3945.8,13,0.0,20.0,0.0,0.0,0.0,0.0
89,2,2,Fruits & Vegetables,2.3200000000000003,18.476480000000006,20,1832.8000000000002,7,0.0,0.0,20.0,0.0,0.0,0.0
90,2,2,Dry Foods & Baked Goods,0.78,2.5740000000000003,12,2620.8,36,0.0,0.0,0.0,12.0,0.0,0.0
91,3,2,Fruits & Vegetables,0.6960000000000001,5.542944000000001,6,549.84,10,0.0,0.0,6.0,0.0,0.0,0.0
92,3,2,Store-Prepared Items,1.1400000000000001,13.242240000000002,12,3180.6000000000004,2,0.0,0.0,0.0,0.0,0.0,12.0
93,3,2,Fruits & Vegetables,2.3200000000000003,18.476480000000006,20,1832.8000000000002,13,0.0,0.0,20.0,0.0,0.0,0.0
94,3,2,Store-Prepared Items,1.1400000000000001,13.242240000000002,12,3180.6000000000004,5,0.0,0.0,0.0,0.0,0.0,12.0
95,0,3,Meat & Fish,1.7999999999999998,23.759999999999998,20,4031.9999999999995,4,20.0,0.0,0.0,0.0,0.0,0.0
96,0,3,Dairy & Eggs,0.654,5.115733333333334,6,1183.74,23,0.0,6.0,0.0,0.0,0.0,0.0
97,0,3,Meat & Fish,1.08,14.256000000000002,12,2419.2000000000003,6,12.0,0.0,0.0,0.0,0.0,0.0
98,0,3,"Snacks, Condiments, Liquids, Oils, Grease, & Other",1.1400000000000001,8.2764,12,3180.6000000000004,22,0.0,0.0,0.0,0.0,12.0,0.0
99,0,3,Dairy & Eggs,0.654,5.115733333333334,6,1183.74,11,0.0,6.0,0.0,0.0,0.0,0.0
100,0,3,Dairy & Eggs,2.18,17.052444444444447,20,3945.8,14,0.0,20.0,0.0,0.0,0.0,0.0
101,0,3,Fruits & Vegetables,2.3200000000000003,18.476480000000006,20,1832.8000000000002,10,0.0,0.0,20.0,0.0,0.0,0.0
102,0,3,Meat & Fish,1.7999999999999998,23.759999999999998,20,4031.9999999999995,10,20.0,0.0,0.0,0.0,0.0,0.0
103,0,3,Fruits & Vegetables,1.3920000000000001,11.085888000000002,12,1099.68,7,0.0,0.0,12.0,0.0,0.0,0.0
104,0,3,Meat & Fish,1.7999999999999998,23.759999999999998,20,4031.9999999999995,9,20.0,0.0,0.0,0.0,0.0,0.0
105,0,3,Dry Foods & Baked Goods,0.39,1.2870000000000001,6,1310.4,8,0.0,0.0,0.0,6.0,0.0,0.0
106,0,3,Dry Foods & Baked Goods,1.3,4.290000000000001,20,4368.0,36,0.0,0.0,0.0,20.0,0.0,0.0
107,0,3,Fruits & Vegetables,2.3200000000000003,18.476480000000006,20,1832.8000000000002,15,0.0,0.0,20.0,0.0,0.0,0.0
108,0,3,Fruits & Vegetables,2.3200000000000003,18.476480000000006,20,1832.8000000000002,7,0.0,0.0,20.0,0.0,0.0,0.0
109,1,3,Meat & Fish,1.08,14.256000000000002,12,2419.2000000000003,11,12.0,0.0,0.0,0.0,0.0,0.0
110,1,3,Fruits & Vegetables,2.3200000000000003,18.476480000000006,20,1832.8000000000002,14,0.0,0.0,20.0,0.0,0.0,0.0
111,1,3,Dairy & Eggs,1.308,10.231466666666668,12,2367.48,19,0.0,12.0,0.0,0.0,0.0,0.0
112,1,3,Dairy & Eggs,2.18,17.052444444444447,20,3945.8,23,0.0,20.0,0.0,0.0,0.0,0.0
113,1,3,Meat & Fish,1.08,14.256000000000002,12,2419.2000000000003,8,12.0,0.0,0.0,0.0,0.0,0.0
114,2,3,Meat & Fish,0.54,7.128000000000001,6,1209.6000000000001,10,6.0,0.0,0.0,0.0,0.0,0.0
115,2,3,Store-Prepared Items,1.9,22.070400000000003,20,5301.0,4,0.0,0.0,0.0,0.0,0.0,20.0
116,3,3,Meat & Fish,1.08,14.256000000000002,12,2419.2000000000003,8,12.0,0.0,0.0,0.0,0.0,0.0
117,3,3,Store-Prepared Items,1.1400000000000001,13.242240000000002,12,3180.6000000000004,5,0.0,0.0,0.0,0.0,0.0,12.0
118,0,4,Dry Foods & Baked Goods,0.78,2.5740000000000003,12,2620.8,56,0.0,0.0,0.0,12.0,0.0,0.0
119,0,4,Fruits & Vegetables,1.3920000000000001,11.085888000000002,12,1099.68,8,0.0,0.0,12.0,0.0,0.0,0.0
120,0,4,Dairy & Eggs,2.18,17.052444444444447,20,3945.8,28,0.0,20.0,0.0,0.0,0.0,0.0
121,0,4,Dry Foods & Baked Goods,1.3,4.290000000000001,20,4368.0,13,0.0,0.0,0.0,20.0,0.0,0.0
122,0,4,"Snacks, Condiments, Liquids, Oils, Grease, & Other",1.9,13.793999999999999,20,5301.0,25,0.0,0.0,0.0,0.0,20.0,0.0
123,0,4,Dry Foods & Baked Goods,0.78,2.5740000000000003,12,2620.8,17,0.0,0.0,0.0,12.0,0.0,0.0
124,0,4,Store-Prepared Items,0.5700000000000001,6.621120000000001,6,1590.3000000000002,7,0.0,0.0,0.0,0.0,0.0,6.0
125,1,4,Meat & Fish,1.08,14.256000000000002,12,2419.2000000000003,8,12.0,0.0,0.0,0.0,0.0,0.0
126,1,4,Meat & Fish,0.54,7.128000000000001,6,1209.6000000000001,9,6.0,0.0,0.0,0.0,0.0,0.0
127,1,4,Store-Prepared Items,0.5700000000000001,6.621120000000001,6,1590.3000000000002,3,0.0,0.0,0.0,0.0,0.0,6.0
128,1,4,Store-Prepared Items,1.1400000000000001,13.242240000000002,12,3180.6000000000004,6,0.0,0.0,0.0,0.0,0.0,12.0
129,1,4,Dairy & Eggs,2.18,17.052444444444447,20,3945.8,12,0.0,20.0,0.0,0.0,0.0,0.0
130,2,4,Fruits & Vegetables,0.6960000000000001,5.542944000000001,6,549.84,11,0.0,0.0,6.0,0.0,0.0,0.0
131,3,4,Dairy & Eggs,2.18,17.052444444444447,20,3945.8,19,0.0,20.0,0.0,0.0,0.0,0.0
132,0,5,Dairy & Eggs,1.308,10.231466666666668,12,2367.48,17,0.0,12.0,0.0,0.0,0.0,0.0
133,0,5,Dairy & Eggs,1.308,10.231466666666668,12,2367.48,24,0.0,12.0,0.0,0.0,0.0,0.0
134,0,5,Dairy & Eggs,0.654,5.115733333333334,6,1183.74,23,0.0,6.0,0.0,0.0,0.0,0.0
135,0,5,Dry Foods & Baked Goods,0.39,1.2870000000000001,6,1310.4,28,0.0,0.0,0.0,6.0,0.0,0.0
136,0,5,Store-Prepared Items,0.5700000000000001,6.621120000000001,6,1590.3000000000002,3,0.0,0.0,0.0,0.0,0.0,6.0
137,0,5,"Snacks, Condiments, Liquids, Oils, Grease, & Other",1.1400000000000001,8.2764,12,3180.6000000000004,7,0.0,0.0,0.0,0.0,12.0,0.0
138,0,5,Meat & Fish,0.54,7.128000000000001,6,1209.6000000000001,9,6.0,0.0,0.0,0.0,0.0,0.0
139,0,5,Meat & Fish,1.7999999999999998,23.759999999999998,20,4031.9999999999995,6,20.0,0.0,0.0,0.0,0.0,0.0
140,0,5,Store-Prepared Items,0.5700000000000001,6.621120000000001,6,1590.3000000000002,4,0.0,0.0,0.0,0.0,0.0,6.0
141,0,5,Meat & Fish,1.08,14.256000000000002,12,2419.2000000000003,9,12.0,0.0,0.0,0.0,0.0,0.0
142,0,5,Fruits & Vegetables,2.3200000000000003,18.476480000000006,20,1832.8000000000002,12,0.0,0.0,20.0,0.0,0.0,0.0
143,0,5,Dry Foods & Baked Goods,0.78,2.5740000000000003,12,2620.8,21,0.0,0.0,0.0,12.0,0.0,0.0
144,0,5,Dairy & Eggs,1.308,10.231466666666668,12,2367.48,26,0.0,12.0,0.0,0.0,0.0,0.0
145,0,5,Fruits & Vegetables,2.3200000000000003,18.476480000000006,20,1832.8000000000002,10,0.0,0.0,20.0,0.0,0.0,0.0
146,0,5,Dairy & Eggs,2.18,17.052444444444447,20,3945.8,15,0.0,20.0,0.0,0.0,0.0,0.0
147,0,5,Meat & Fish,1.08,14.256000000000002,12,2419.2000000000003,9,12.0,0.0,0.0,0.0,0.0,0.0
148,1,5,Meat & Fish,0.54,7.128000000000001,6,1209.6000000000001,10,6.0,0.0,0.0,0.0,0.0,0.0
149,1,5,Meat & Fish,0.54,7.128000000000001,6,1209.6000000000001,10,6.0,0.0,0.0,0.0,0.0,0.0
150,1,5,Dairy & Eggs,1.308,10.231466666666668,12,2367.48,19,0.0,12.0,0.0,0.0,0.0,0.0
151,1,5,Dairy & Eggs,2.18,17.052444444444447,20,3945.8,8,0.0,20.0,0.0,0.0,0.0,0.0
152,1,5,Dairy & Eggs,0.654,5.115733333333334,6,1183.74,23,0.0,6.0,0.0,0.0,0.0,0.0
153,2,5,Meat & Fish,1.08,14.256000000000002,12,2419.2000000000003,9,12.0,0.0,0.0,0.0,0.0,0.0
154,2,5,"Snacks, Condiments, Liquids, Oils, Grease, & Other",0.5700000000000001,4.1382,6,1590.3000000000002,52,0.0,0.0,0.0,0.0,6.0,0.0
155,2,5,Dairy & Eggs,0.654,5.115733333333334,6,1183.74,21,0.0,6.0,0.0,0.0,0.0,0.0
156,2,5,Fruits & Vegetables,0.6960000000000001,5.542944000000001,6,549.84,11,0.0,0.0,6.0,0.0,0.0,0.0
157,2,5,"Snacks, Condiments, Liquids, Oils, Grease, & Other",1.9,13.793999999999999,20,5301.0,10,0.0,0.0,0.0,0.0,20.0,0.0
158,2,5,Meat & Fish,1.08,14.256000000000002,12,2419.2000000000003,8,12.0,0.0,0.0,0.0,0.0,0.0
159,2,5,Dairy & Eggs,1.308,10.231466666666668,12,2367.48,7,0.0,12.0,0.0,0.0,0.0,0.0
160,2,5,Dry Foods & Baked Goods,0.78,2.5740000000000003,12,2620.8,48,0.0,0.0,0.0,12.0,0.0,0.0
161,2,5,Dry Foods & Baked Goods,0.78,2.5740000000000003,12,2620.8,27,0.0,0.0,0.0,12.0,0.0,0.0
162,2,5,Meat & Fish,1.7999999999999998,23.759999999999998,20,4031.9999999999995,11,20.0,0.0,0.0,0.0,0.0,0.0
163,2,5,Meat & Fish,1.08,14.256000000000002,12,2419.2000000000003,8,12.0,0.0,0.0,0.0,0.0,0.0
164,2,5,Meat & Fish,1.7999999999999998,23.759999999999998,20,4031.9999999999995,10,20.0,0.0,0.0,0.0,0.0,0.0
165,2,5,Fruits & Vegetables,2.3200000000000003,18.476480000000006,20,1832.8000000000002,7,0.0,0.0,20.0,0.0,0.0,0.0
166,3,5,Dairy & Eggs,0.654,5.115733333333334,6,1183.74,20,0.0,6.0,0.0,0.0,0.0,0.0
167,0,6,Fruits & Vegetables,1.3920000000000001,11.085888000000002,12,1099.68,12,0.0,0.0,12.0,0.0,0.0,0.0
168,0,6,"Snacks, Condiments, Liquids, Oils, Grease, & Other",1.1400000000000001,8.2764,12,3180.6000000000004,56,0.0,0.0,0.0,0.0,12.0,0.0
169,0,6,Fruits & Vegetables,2.3200000000000003,18.476480000000006,20,1832.8000000000002,12,0.0,0.0,20.0,0.0,0.0,0.0
170,0,6,Dry Foods & Baked Goods,0.78,2.5740000000000003,12,2620.8,24,0.0,0.0,0.0,12.0,0.0,0.0
171,0,6,"Snacks, Condiments, Liquids, Oils, Grease, & Other",1.1400000000000001,8.2764,12,3180.6000000000004,10,0.0,0.0,0.0,0.0,12.0,0.0
172,0,6,Dry Foods & Baked Goods,0.39,1.2870000000000001,6,1310.4,11,0.0,0.0,0.0,6.0,0.0,0.0
173,0,6,Store-Prepared Items,1.9,22.070400000000003,20,5301.0,3,0.0,0.0,0.0,0.0,0.0,20.0
174,0,6,Store-Prepared Items,1.9,22.070400000000003,20,5301.0,5,0.0,0.0,0.0,0.0,0.0,20.0
175,1,6,"Snacks, Condiments, Liquids, Oils, Grease, & Other",0.5700000000000001,4.1382,6,1590.3000000000002,25,0.0,0.0,0.0,0.0,6.0,0.0
176,1,6,Meat & Fish,1.08,14.256000000000002,12,2419.2000000000003,9,12.0,0.0,0.0,0.0,0.0,0.0
177,1,6,"Snacks, Condiments, Liquids, Oils, Grease, & Other",1.9,13.793999999999999,20,5301.0,21,0.0,0.0,0.0,0.0,20.0,0.0
178,1,6,Dry Foods & Baked Goods,0.78,2.5740000000000003,12,2620.8,26,0.0,0.0,0.0,12.0,0.0,0.0
179,1,6,Store-Prepared Items,1.1400000000000001,13.242240000000002,12,3180.6000000000004,2,0.0,0.0,0.0,0.0,0.0,12.0
180,2,6,Dry Foods & Baked Goods,0.39,1.2870000000000001,6,1310.4,42,0.0,0.0,0.0,6.0,0.0,0.0
181,2,6,Store-Prepared Items,1.9,22.070400000000003,20,5301.0,7,0.0,0.0,0.0,0.0,0.0,20.0
182,2,6,Dairy & Eggs,2.18,17.052444444444447,20,3945.8,7,0.0,20.0,0.0,0.0,0.0,0.0
183,2,6,Dry Foods & Baked Goods,0.78,2.5740000000000003,12,2620.8,15,0.0,0.0,0.0,12.0,0.0,0.0
184,2,6,Meat & Fish,1.7999999999999998,23.759999999999998,20,4031.9999999999995,7,20.0,0.0,0.0,0.0,0.0,0.0
185,2,6,Store-Prepared Items,1.9,22.070400000000003,20,5301.0,3,0.0,0.0,0.0,0.0,0.0,20.0
186,3,6,Meat & Fish,1.08,14.256000000000002,12,2419.2000000000003,5,12.0,0.0,0.0,0.0,0.0,0.0
187,3,6,Fruits & Vegetables,1.3920000000000001,11.085888000000002,12,1099.68,14,0.0,0.0,12.0,0.0,0.0,0.0
188,3,6,Meat & Fish,1.7999999999999998,23.759999999999998,20,4031.9999999999995,5,20.0,0.0,0.0,0.0,0.0,0.0
189,3,6,Dairy & Eggs,0.654,5.115733333333334,6,1183.74,27,0.0,6.0,0.0,0.0,0.0,0.0
190,3,6,Store-Prepared Items,1.1400000000000001,13.242240000000002,12,3180.6000000000004,2,0.0,0.0,0.0,0.0,0.0,12.0
191,3,6,Store-Prepared Items,1.9,22.070400000000003,20,5301.0,6,0.0,0.0,0.0,0.0,0.0,20.0
192,3,6,Fruits & Vegetables,2.3200000000000003,18.476480000000006,20,1832.8000000000002,15,0.0,0.0,20.0,0.0,0.0,0.0
193,3,6,Meat & Fish,1.08,14.256000000000002,12,2419.2000000000003,5,12.0,0.0,0.0,0.0,0.0,0.0
194,3,6,Dairy & Eggs,0.654,5.115733333333334,6,1183.74,22,0.0,6.0,0.0,0.0,0.0,0.0
195,3,6,Fruits & Vegetables,2.3200000000000003,18.476480000000006,20,1832.8000000000002,8,0.0,0.0,20.0,0.0,0.0,0.0
196,3,6,"Snacks, Condiments, Liquids, Oils, Grease, & Other",1.1400000000000001,8.2764,12,3180.6000000000004,15,0.0,0.0,0.0,0.0,12.0,0.0
197,3,6,Fruits & Vegetables,0.6960000000000001,5.542944000000001,6,549.84,15,0.0,0.0,6.0,0.0,0.0,0.0
198,3,6,Store-Prepared Items,1.9,22.070400000000003,20,5301.0,7,0.0,0.0,0.0,0.0,0.0,20.0
199,3,6,Dairy & Eggs,0.654,5.115733333333334,6,1183.74,25,0.0,6.0,0.0,0.0,0.0,0.0
200,3,6,Fruits & Vegetables,0.6960000000000001,5.542944000000001,6,549.84,10,0.0,0.0,6.0,0.0,0.0,0.0
201,3,6,Store-Prepared Items,1.9,22.070400000000003,20,5301.0,4,0.0,0.0,0.0,0.0,0.0,20.0
202,3,6,Fruits & Vegetables,1.3920000000000001,11.085888000000002,12,1099.68,7,0.0,0.0,12.0,0.0,0.0,0.0
