,House,Day Wasted,Type,Kg,Price,Servings,Kcal,Status,Meat & Fish,Dairy & Eggs,Fruits & Vegetables,Dry Foods & Baked Goods,"Snacks, Condiments, Liquids, Oils, Grease, & Other",Store-Prepared Items
43,3,2,Store-Prepared Items,0.11235542177380912,0.00046778515387977315,1.1826886502506224,313.47162674892746,Plate Waste,0.0,0.0,0.0,0.0,0.0,1.1826886502506224
44,3,2,"Cooked, Prepped, Leftovers",0.16880909334577215,0.0010604984295038888,1.4980722903174548,212.2539782240785,Plate Waste,0.0,0.7096131901503734,0.7884591001670815,0.0,0.0,0.0
45,0,3,Meat & Fish,0.072,0.00042428571428571423,0.8,161.28,Inedible,0.8,0.0,0.0,0.0,0.0,0.0
46,0,3,Dairy & Eggs,0.08720000000000001,0.0003768496009821977,0.8,157.83200000000002,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
47,0,3,Meat & Fish,0.036,0.00021214285714285711,0.4,80.64,Inedible,0.4,0.0,0.0,0.0,0.0,0.0
48,0,3,Meat & Fish,0.014377492844237394,8.47245114035418e-05,0.15974992049152661,32.20558397109176,Inedible,0.15974992049152661,0.0,0.0,0.0,0.0,0.0
49,0,3,Meat & Fish,0.036,0.00021214285714285711,0.4,80.64,Inedible,0.4,0.0,0.0,0.0,0.0,0.0
50,0,3,Dairy & Eggs,0.0436,0.00018842480049109883,0.4,78.916,Inedible,0.0,0.4,0.0,0.0,0.0,0.0
51,0,3,Meat & Fish,0.03249002862305042,0.0001914590972429757,0.3610003180338936,72.77766411563294,Inedible,0.3610003180338936,0.0,0.0,0.0,0.0,0.0
52,0,3,Meat & Fish,0.036,0.00021214285714285711,0.4,80.64,Inedible,0.4,0.0,0.0,0.0,0.0,0.0
53,0,3,"Cooked, Prepped, Leftovers",0.3935694994060154,0.001895566520522366,3.9530531317136575,717.7333496856465,Plate Waste,1.033624077247738,0.5241121120830922,1.2306233599759562,0.33276959497339187,0.8319239874334796,0.0
54,1,3,Store-Prepared Items,0.0892147855836572,0.00037144048363432335,0.93910300614376,248.9092517784036,Plate Waste,0.0,0.0,0.0,0.0,0.0,0.93910300614376
55,1,3,"Cooked, Prepped, Leftovers",0.0307086683009009,0.0001327127224299216,0.28173090184312755,55.58268962463063,Plate Waste,0.0,0.28173090184312755,0.0,0.0,0.0,0.0
56,1,3,"Cooked, Prepped, Leftovers",0.11065763755727305,0.0008385936277704528,1.0486650235271986,142.568357706038,Plate Waste,0.422596352764692,0.0,0.6260686707625066,0.0,0.0,0.0
57,2,3,Dairy & Eggs,0.08720000000000001,0.0003768496009821977,0.8,157.83200000000002,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
58,2,3,"Cooked, Prepped, Leftovers",0.059915508686833076,0.00014857180722155448,0.6979734304413416,145.4580302584127,Plate Waste,0.0,0.33061899336695133,0.0,0.36735443707439036,0.0,0.0
59,2,3,"Cooked, Prepped, Leftovers",0.02043991167257898,5.068461710834754e-05,0.23811055903065637,49.62236582333565,Plate Waste,0.0,0.11278921217241618,0.0,0.12532134685824017,0.0,0.0
60,2,3,Meat & Fish,1.08,14.256000000000002,12.0,2419.2000000000003,Expired,12.0,0.0,0.0,0.0,0.0,0.0
61,3,3,Store-Prepared Items,0.11235542177380912,0.00046778515387977315,1.1826886502506224,313.47162674892746,Plate Waste,0.0,0.0,0.0,0.0,0.0,1.1826886502506224
62,3,3,"Cooked, Prepped, Leftovers",0.14980722903174548,0.00038982096156647735,1.5769182003341629,417.96216899857,Plate Waste,0.0,0.0,0.0,0.0,1.5769182003341629,0.0
63,3,3,Store-Prepared Items,0.9817302708790469,11.40377882653101,10.334002851358388,2739.027455752541,Expired,0.0,0.0,0.0,0.0,0.0,10.334002851358388
64,0,4,Meat & Fish,0.072,0.00042428571428571423,0.8,161.28,Inedible,0.8,0.0,0.0,0.0,0.0,0.0
65,0,4,Meat & Fish,0.072,0.00042428571428571423,0.8,161.28,Inedible,0.8,0.0,0.0,0.0,0.0,0.0
66,0,4,Dairy & Eggs,0.0654,0.00028263720073664825,0.6000000000000001,118.374,Inedible,0.0,0.6000000000000001,0.0,0.0,0.0,0.0
67,0,4,Meat & Fish,0.072,0.00042428571428571423,0.8,161.28,Inedible,0.8,0.0,0.0,0.0,0.0,0.0
68,0,4,Store-Prepared Items,1.9,22.070400000000003,20.0,5301.0,Expired,0.0,0.0,0.0,0.0,0.0,20.0
69,0,4,"Cooked, Prepped, Leftovers",0.03847056907759771,0.00038782229384049145,0.3316428368758423,30.39174957130219,Plate Waste,0.0,0.0,0.3316428368758423,0.0,0.0,0.0
70,1,4,"Cooked, Prepped, Leftovers",0.34718767080434426,0.001202534978882757,3.856882016369734,877.6141021036975,Plate Waste,1.2231169826236676,0.0,0.22650314493030882,0.5952367293732868,1.8120251594424706,0.0
71,1,4,Store-Prepared Items,0.0446073927918286,0.00018572024181716168,0.46955150307188,124.4546258892018,Plate Waste,0.0,0.0,0.0,0.0,0.0,0.46955150307188
72,1,4,"Cooked, Prepped, Leftovers",0.09632692568351935,0.00029814621533560834,0.9641457529742611,232.63872873515936,Plate Waste,0.0,0.33807708221175437,0.0,0.0,0.6260686707625066,0.0
73,2,4,Store-Prepared Items,0.07020629921039986,0.0002922997747770627,0.7390136758989458,195.87557479701562,Plate Waste,0.0,0.0,0.0,0.0,0.0,0.7390136758989458
74,2,4,Store-Prepared Items,1.9,22.070400000000003,20.0,5301.0,Expired,0.0,0.0,0.0,0.0,0.0,20.0
75,2,4,Store-Prepared Items,0.5700000000000001,6.621120000000001,6.0,1590.3000000000002,Expired,0.0,0.0,0.0,0.0,0.0,6.0
76,3,4,Dairy & Eggs,0.08720000000000001,0.0003768496009821977,0.8,157.83200000000002,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
77,3,4,Meat & Fish,0.54,7.128000000000001,6.0,1209.6000000000001,Expired,6.0,0.0,0.0,0.0,0.0,0.0
78,3,4,Dairy & Eggs,0.004172511640538157,1.80322172801649e-05,0.038279923307689506,7.552246069374063,Inedible,0.0,0.038279923307689506,0.0,0.0,0.0,0.0
79,3,4,Store-Prepared Items,1.1400000000000001,13.242240000000002,12.0,3180.6000000000004,Expired,0.0,0.0,0.0,0.0,0.0,12.0
80,3,4,Meat & Fish,0.36,4.752,4.0,806.4,Expired,4.0,0.0,0.0,0.0,0.0,0.0
81,0,5,Store-Prepared Items,0.5700000000000001,6.621120000000001,6.0,1590.3000000000002,Expired,0.0,0.0,0.0,0.0,0.0,6.0
82,0,5,Dairy & Eggs,0.0436,0.00018842480049109883,0.4,78.916,Inedible,0.0,0.4,0.0,0.0,0.0,0.0
83,0,5,"Cooked, Prepped, Leftovers",0.3605508424485175,0.0017365372746694563,3.621410294837815,657.5188480639692,Plate Waste,0.9469078076151531,0.4801415349365928,1.127379763538085,0.3048517682137097,0.7621294205342742,0.0
84,0,5,Store-Prepared Items,0.15143507375693663,0.0006304909737493104,1.594053407967754,422.5038557818532,Plate Waste,0.0,0.0,0.0,0.0,0.0,1.594053407967754
85,0,5,"Cooked, Prepped, Leftovers",0.07248675059659579,0.00046497363672933,0.7535094008204651,132.15316207763576,Plate Waste,0.5738592268683914,0.0,0.17965017395207375,0.0,0.0,0.0
86,1,5,Meat & Fish,0.054000000000000006,0.00031821428571428577,0.6000000000000001,120.96000000000001,Inedible,0.6000000000000001,0.0,0.0,0.0,0.0,0.0
87,1,5,Store-Prepared Items,0.0892147855836572,0.00037144048363432335,0.93910300614376,248.9092517784036,Plate Waste,0.0,0.0,0.0,0.0,0.0,0.93910300614376
88,1,5,Dairy & Eggs,0.08720000000000001,0.0003768496009821977,0.8,157.83200000000002,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
89,1,5,"Cooked, Prepped, Leftovers",0.013648297022622657,5.898343219107642e-05,0.12521373415250142,24.703417610947014,Plate Waste,0.0,0.12521373415250142,0.0,0.0,0.0,0.0
90,2,5,"Cooked, Prepped, Leftovers",0.06059912142371357,0.00015513576913351356,0.739013675898946,130.17479563067965,Plate Waste,0.0,0.0,0.2463378919663153,0.4926757839326306,0.0,0.0
91,2,5,"Cooked, Prepped, Leftovers",4.159510540218829,32.63337011301044,41.60792157514097,7444.2318730535235,Expired,4.338953194337971,5.78527092578396,15.266687165263228,5.7713822293125565,10.445628060443262,0.0
92,2,5,Dairy & Eggs,0.0436,0.00018842480049109883,0.4,78.916,Inedible,0.0,0.4,0.0,0.0,0.0,0.0
93,2,5,Store-Prepared Items,0.07530953324341777,0.00031354678786936946,0.7927319288780817,210.11359774913558,Plate Waste,0.0,0.0,0.0,0.0,0.0,0.7927319288780817
94,3,5,Store-Prepared Items,0.09050226554167204,0.00037680083029823034,0.9526554267544427,252.501320861265,Plate Waste,0.0,0.0,0.0,0.0,0.0,0.9526554267544427
95,3,5,"Cooked, Prepped, Leftovers",0.24396886608535925,0.0005807744926884803,2.7568929756151,670.463489859835,Plate Waste,0.0,0.36144940541651427,0.0,0.7665419424635473,1.628901627735038,0.0
96,3,5,Dairy & Eggs,0.08720000000000001,0.0003768496009821977,0.8,157.83200000000002,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
97,3,5,Dairy & Eggs,0.0654,0.00028263720073664825,0.6000000000000001,118.374,Inedible,0.0,0.6000000000000001,0.0,0.0,0.0,0.0
98,3,5,Dairy & Eggs,0.04360000000000001,0.00018842480049109886,0.4,78.91600000000001,Inedible,0.0,0.4,0.0,0.0,0.0,0.0
99,3,5,Dairy & Eggs,0.0654,0.00028263720073664825,0.6000000000000001,118.374,Inedible,0.0,0.6000000000000001,0.0,0.0,0.0,0.0
100,3,5,Meat & Fish,0.054000000000000006,0.00031821428571428577,0.6000000000000001,120.96000000000001,Inedible,0.6000000000000001,0.0,0.0,0.0,0.0,0.0
101,3,5,Meat & Fish,0.036000000000000004,0.00021214285714285717,0.4,80.64000000000001,Inedible,0.4,0.0,0.0,0.0,0.0,0.0
102,3,5,Meat & Fish,0.036,0.00021214285714285711,0.4,80.64,Inedible,0.4,0.0,0.0,0.0,0.0,0.0
103,3,5,Meat & Fish,0.036000000000000004,0.00021214285714285717,0.4,80.64000000000001,Inedible,0.4,0.0,0.0,0.0,0.0,0.0
104,3,5,Meat & Fish,0.036000000000000004,0.00021214285714285717,0.4,80.64000000000001,Inedible,0.4,0.0,0.0,0.0,0.0,0.0
105,3,5,"Cooked, Prepped, Leftovers",0.3741032876174345,0.0019640920053086565,3.759041792758107,670.4634898598351,Plate Waste,1.3911123603831996,0.8572956651345647,0.9613123973347638,0.27466068495278967,0.27466068495278967,0.0
106,0,6,"Cooked, Prepped, Leftovers",0.02460087188306757,8.968042557389727e-05,0.2677810405339452,57.94016249303773,Plate Waste,0.07737704930219415,0.08291786714931093,0.0,0.05374306204122004,0.05374306204122004,0.0
107,0,6,Store-Prepared Items,1.9,22.070400000000003,20.0,5301.0,Expired,0.0,0.0,0.0,0.0,0.0,20.0
108,0,6,Meat & Fish,0.07200000000000001,0.00042428571428571434,0.8,161.28000000000003,Inedible,0.8,0.0,0.0,0.0,0.0,0.0
109,0,6,Meat & Fish,0.072,0.00042428571428571423,0.8,161.28,Inedible,0.8,0.0,0.0,0.0,0.0,0.0
110,0,6,"Cooked, Prepped, Leftovers",0.38730717225554073,0.0016896975913592753,3.9530531317136575,708.4068849316413,Plate Waste,0.5929888644161618,0.5929888644161618,1.3177530320359152,0.7080862903252164,0.7412360805202023,0.0
111,1,6,Dairy & Eggs,0.05232000000000012,0.00022610976058931912,0.48000000000000115,94.69920000000022,Inedible,0.0,0.48000000000000115,0.0,0.0,0.0,0.0
112,1,6,"Cooked, Prepped, Leftovers",0.3961107499828056,0.0013290082669412486,4.0133991840603604,856.9199642844078,Plate Waste,0.0,1.126923607372512,0.6260686707625066,0.46955150307188,1.7908554028534618,0.0
113,1,6,Store-Prepared Items,0.1486913093060953,0.0006190674727238723,1.5651716769062665,414.84875296400594,Plate Waste,0.0,0.0,0.0,0.0,0.0,1.5651716769062665
114,1,6,"Cooked, Prepped, Leftovers",0.08044982419298212,0.00036233361648618925,0.8764961390675092,196.56365021595042,Plate Waste,0.563461803686256,0.0,0.0,0.0,0.3130343353812533,0.0
115,2,6,"Cooked, Prepped, Leftovers",0.19072226015665067,0.0008360714994667249,1.907810249908411,341.33360505542834,Plate Waste,0.19895008125031,0.2652667750004133,0.7000095451399795,0.26462994921140676,0.4789538993063018,0.0
116,2,6,"Cooked, Prepped, Leftovers",0.07249724160568659,0.000313309134993268,0.6651123083090513,131.22000730629273,Plate Waste,0.0,0.6651123083090513,0.0,0.0,0.0,0.0
117,2,6,Dairy & Eggs,0.0872,0.00037684960098219767,0.8,157.832,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
118,2,6,Dairy & Eggs,0.08720000000000001,0.0003768496009821977,0.8,157.83200000000002,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
119,2,6,Meat & Fish,0.07200000000000001,0.00042428571428571434,0.8,161.28000000000003,Inedible,0.8,0.0,0.0,0.0,0.0,0.0
120,2,6,Dairy & Eggs,0.04360000000000001,0.00018842480049109886,0.4,78.91600000000001,Inedible,0.0,0.4,0.0,0.0,0.0,0.0
121,2,6,"Cooked, Prepped, Leftovers",0.16353133472943684,0.0006439818695236614,1.6610087976941637,341.3336050554283,Plate Waste,0.27698349467280386,0.5027766419005478,0.23002852897410683,0.15830185577361905,0.4929182763730861,0.0
122,3,6,Dairy & Eggs,0.08720000000000001,0.0003768496009821977,0.8,157.83200000000002,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
123,3,6,Dairy & Eggs,0.03942748835946185,0.000170392583210934,0.36172007669231054,71.36375393062595,Inedible,0.0,0.36172007669231054,0.0,0.0,0.0,0.0
124,3,6,Dairy & Eggs,0.0654,0.00028263720073664825,0.6000000000000001,118.374,Inedible,0.0,0.6000000000000001,0.0,0.0,0.0,0.0
125,3,6,Meat & Fish,0.07200000000000001,0.00042428571428571434,0.8,161.28000000000003,Inedible,0.8,0.0,0.0,0.0,0.0,0.0
126,3,6,Meat & Fish,0.07200000000000001,0.00042428571428571434,0.8,161.28000000000003,Inedible,0.8,0.0,0.0,0.0,0.0,0.0
127,3,6,Meat & Fish,0.06778077239076823,0.00039942240873131276,0.753119693230758,151.82893015532082,Inedible,0.753119693230758,0.0,0.0,0.0,0.0,0.0
128,3,6,Dairy & Eggs,0.0654,0.00028263720073664825,0.6000000000000001,118.374,Inedible,0.0,0.6000000000000001,0.0,0.0,0.0,0.0
129,3,6,Dairy & Eggs,0.0654,0.00028263720073664825,0.6000000000000001,118.374,Inedible,0.0,0.6000000000000001,0.0,0.0,0.0,0.0
130,3,6,Dairy & Eggs,0.0654,0.00028263720073664825,0.6000000000000001,118.374,Inedible,0.0,0.6000000000000001,0.0,0.0,0.0,0.0
131,3,6,Dairy & Eggs,0.08720000000000001,0.0003768496009821977,0.8,157.83200000000002,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
132,3,6,"Cooked, Prepped, Leftovers",0.38204945202673607,0.0018473726819221807,3.8253978195395653,670.463489859835,Plate Waste,0.8265400522866949,0.8028978461523704,1.2352274556190312,0.4803662327407344,0.4803662327407344,0.0
133,0,7,Meat & Fish,0.072,0.00042428571428571423,0.8,161.28,Inedible,0.8,0.0,0.0,0.0,0.0,0.0
134,0,7,Dairy & Eggs,0.08720000000000001,0.0003768496009821977,0.8,157.83200000000002,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
135,0,7,Dairy & Eggs,0.0654,0.00028263720073664825,0.6000000000000001,118.374,Inedible,0.0,0.6000000000000001,0.0,0.0,0.0,0.0
136,0,7,Dairy & Eggs,0.08720000000000001,0.0003768496009821977,0.8,157.83200000000002,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
137,0,7,Meat & Fish,0.036000000000000004,0.00021214285714285717,0.4,80.64000000000001,Inedible,0.4,0.0,0.0,0.0,0.0,0.0
138,0,7,Meat & Fish,0.010754985688474791,6.337759423565501e-05,0.11949984098305322,24.09116794218353,Inedible,0.11949984098305322,0.0,0.0,0.0,0.0,0.0
139,0,7,"Cooked, Prepped, Leftovers",7.9518439063845,68.27225020923396,86.55599872786446,18728.243870588365,Expired,25.010911032432187,26.80189302865598,0.0,17.371597333388134,17.371597333388134,0.0
140,0,7,Meat & Fish,1.0799999999999998,14.255999999999998,12.0,2419.2,Expired,12.0,0.0,0.0,0.0,0.0,0.0
141,1,7,Dairy & Eggs,0.0872,0.00037684960098219767,0.8,157.832,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
142,1,7,Meat & Fish,0.07200000000000001,0.00042428571428571434,0.8,161.28000000000003,Inedible,0.8,0.0,0.0,0.0,0.0,0.0
143,1,7,Dairy & Eggs,0.08720000000000001,0.0003768496009821977,0.8,157.83200000000002,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
144,1,7,"Cooked, Prepped, Leftovers",0.3993628944260723,0.0015505214756269575,4.1386129182128615,760.3083128028941,Plate Waste,0.28827215745221313,0.5765443149044263,1.3519820628414683,0.960907191507377,0.960907191507377,0.0
145,1,7,Meat & Fish,0.36,4.752,4.0,806.4,Expired,4.0,0.0,0.0,0.0,0.0,0.0
146,2,7,Dairy & Eggs,0.0872,0.00037684960098219767,0.8,157.832,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
147,2,7,Dairy & Eggs,0.0654,0.00028263720073664825,0.6000000000000001,118.374,Inedible,0.0,0.6000000000000001,0.0,0.0,0.0,0.0
148,2,7,Meat & Fish,0.072,0.00042428571428571423,0.8,161.28,Inedible,0.8,0.0,0.0,0.0,0.0,0.0
149,2,7,Meat & Fish,0.07200000000000001,0.00042428571428571434,0.8,161.28000000000003,Inedible,0.8,0.0,0.0,0.0,0.0,0.0
150,2,7,Dairy & Eggs,0.012891593110666975,5.571320779563874e-05,0.11827149642813738,23.333783530307226,Inedible,0.0,0.11827149642813738,0.0,0.0,0.0,0.0
151,2,7,Store-Prepared Items,0.6771344044185335,7.865593241725685,7.127730572826669,1889.2049883277084,Expired,0.0,0.0,0.0,0.0,0.0,7.127730572826669
152,3,7,Meat & Fish,1.7999999999999998,23.759999999999998,20.0,4031.9999999999995,Expired,20.0,0.0,0.0,0.0,0.0,0.0
153,3,7,Meat & Fish,0.054000000000000006,0.00031821428571428577,0.6000000000000001,120.96000000000001,Inedible,0.6000000000000001,0.0,0.0,0.0,0.0,0.0
154,3,7,Meat & Fish,0.07200000000000001,0.00042428571428571434,0.8,161.28000000000003,Inedible,0.8,0.0,0.0,0.0,0.0,0.0
155,3,7,Meat & Fish,0.072,0.00042428571428571423,0.8,161.28,Inedible,0.8,0.0,0.0,0.0,0.0,0.0
156,3,7,Meat & Fish,0.07200000000000001,0.00042428571428571434,0.8,161.28000000000003,Inedible,0.8,0.0,0.0,0.0,0.0,0.0
157,3,7,Fruits & Vegetables,0.6960000000000001,5.542944000000001,6.0,549.84,Expired,0.0,0.0,6.0,0.0,0.0,0.0
158,3,7,Meat & Fish,0.072,0.00042428571428571423,0.8,161.28,Inedible,0.8,0.0,0.0,0.0,0.0,0.0
159,3,7,"Cooked, Prepped, Leftovers",0.3403244012995792,0.0014680626634628218,3.478200015717577,670.463489859835,Plate Waste,0.7800487123510907,0.44574212134348035,0.8904193668068163,0.3714517677862336,0.9905380474299563,0.0
160,3,7,Meat & Fish,1.1221922760923175,14.812938044418592,12.46880306769242,2513.7106984467914,Expired,12.46880306769242,0.0,0.0,0.0,0.0,0.0
161,0,8,Meat & Fish,0.072,0.00042428571428571423,0.8,161.28,Inedible,0.8,0.0,0.0,0.0,0.0,0.0
162,0,8,Dairy & Eggs,0.08720000000000001,0.0003768496009821977,0.8,157.83200000000002,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
163,0,8,Meat & Fish,0.07200000000000001,0.00042428571428571434,0.8,161.28000000000003,Inedible,0.8,0.0,0.0,0.0,0.0,0.0
164,0,8,Store-Prepared Items,1.9,22.070400000000003,20.0,5301.0,Expired,0.0,0.0,0.0,0.0,0.0,20.0
165,0,8,Dairy & Eggs,0.08720000000000001,0.0003768496009821977,0.8,157.83200000000002,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
166,0,8,"Cooked, Prepped, Leftovers",0.3492026974523355,0.0012834899033523737,3.8510935096176335,661.5394263765754,Plate Waste,0.3437773719958293,0.5738592268683915,1.2752427263742034,1.6582141843792093,0.0,0.0
167,0,8,Store-Prepared Items,0.5700000000000001,6.621120000000001,6.0,1590.3000000000002,Expired,0.0,0.0,0.0,0.0,0.0,6.0
